Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   6     5     5    11  1.865212E-01  2.318498E-01  2.352918E-01  3.095476E-01  2.352918E-01  3.095476E-01  3.252896E-01  4.579635E-01
   6     5     5    12  1.832305E-01  2.402607E-01  2.287756E-01  3.175295E-01  2.287756E-01  3.175295E-01  3.151823E-01  4.699238E-01
   6     5     5    13  1.755392E-01  2.449800E-01  2.198868E-01  3.237246E-01  2.198868E-01  3.237246E-01  3.046994E-01  4.797643E-01
   6     5     5    14  1.670188E-01  2.474049E-01  2.112755E-01  3.274704E-01  2.112755E-01  3.274704E-01  2.968533E-01  4.857443E-01
   6     5     6     1  2.417418E-01  3.155313E-01  3.293533E-01  4.577927E-01  3.077524E-01  4.072368E-01  4.515864E-01  6.323196E-01
   6     5     6     2  2.417192E-01  3.154788E-01  3.293025E-01  4.576754E-01  3.077115E-01  4.071469E-01  4.514930E-01  6.321179E-01
   6     5     6     3  2.416602E-01  3.153493E-01  3.291693E-01  4.573859E-01  3.076046E-01  4.069254E-01  4.512495E-01  6.316235E-01
   6     5     6     4  2.414891E-01  3.149956E-01  3.287802E-01  4.565934E-01  3.072941E-01  4.063205E-01  4.505422E-01  6.302826E-01
   6     5     6     5  2.409517E-01  3.139422E-01  3.275516E-01  4.542328E-01  3.063171E-01  4.045214E-01  4.483211E-01  6.263269E-01
   6     5     6     6  2.392872E-01  3.108123E-01  3.237419E-01  4.472434E-01  3.032921E-01  3.991924E-01  4.414863E-01  6.147533E-01
   6     5     6     7  2.350188E-01  3.030520E-01  3.140369E-01  4.301513E-01  2.955700E-01  3.861036E-01  4.243868E-01  5.871155E-01
   6     5     6     8  2.270991E-01  2.891716E-01  2.964523E-01  4.006842E-01  2.814954E-01  3.633644E-01  3.948232E-01  5.422117E-01
   6     5     6     9  2.158123E-01  2.704266E-01  2.728124E-01  3.637377E-01  2.626057E-01  3.352413E-01  3.589238E-01  4.931210E-01
   6     5     6    10  2.020269E-01  2.496034E-01  2.476709E-01  3.280508E-01  2.434840E-01  3.114678E-01  3.267930E-01  4.576045E-01
   6     5     6    11  1.872119E-01  2.316989E-01  2.275586E-01  3.051930E-01  2.301971E-01  3.036033E-01  3.050739E-01  4.463840E-01
   6     5     6    12  1.774878E-01  2.292145E-01  2.158575E-01  3.034785E-01  2.217255E-01  3.107985E-01  2.899756E-01  4.550923E-01
   6     5     6    13  1.709412E-01  2.385227E-01  2.059417E-01  3.127347E-01  2.104966E-01  3.196329E-01  2.734444E-01  4.697538E-01
   6     5     6    14  1.603024E-01  2.444856E-01  1.927431E-01  3.215665E-01  1.963780E-01  3.258523E-01  2.547935E-01  4.820733E-01
   6     5     7     1  2.595987E-01  3.498848E-01  3.632643E-01  5.328567E-01  3.068057E-01  4.160122E-01  4.515481E-01  6.650615E-01
   6     5     7     2  2.595767E-01  3.498304E-01  3.632128E-01  5.327275E-01  3.067732E-01  4.159355E-01  4.514715E-01  6.648785E-01
   6     5     7     3  2.595192E-01  3.496961E-01  3.630777E-01  5.324090E-01  3.066888E-01  4.157464E-01  4.512715E-01  6.644298E-01
   6     5     7     4  2.593524E-01  3.493289E-01  3.626832E-01  5.315389E-01  3.064434E-01  4.152300E-01  4.506895E-01  6.632123E-01
   6     5     7     5  2.588278E-01  3.482352E-01  3.614369E-01  5.289518E-01  3.056717E-01  4.136945E-01  4.488590E-01  6.596183E-01
   6     5     7     6  2.572014E-01  3.449864E-01  3.575730E-01  5.213099E-01  3.032820E-01  4.091438E-01  4.432139E-01  6.490923E-01
   6     5     7     7  2.530313E-01  3.369458E-01  3.477430E-01  5.027101E-01  2.971731E-01  3.979435E-01  4.290214E-01  6.238909E-01
   6     5     7     8  2.453194E-01  3.226606E-01  3.299926E-01  4.709585E-01  2.859897E-01  3.783637E-01  4.041622E-01  5.826104E-01
   6     5     7     9  2.344813E-01  3.037459E-01  3.061191E-01  4.314240E-01  2.707816E-01  3.536906E-01  3.728720E-01  5.360000E-01
   6     5     7    10  2.216126E-01  2.832922E-01  2.794826E-01  3.905309E-01  2.544355E-01  3.308399E-01  3.414877E-01  4.961229E-01
   6     5     7    11  2.067297E-01  2.625356E-01  2.527574E-01  3.513531E-01  2.390039E-01  3.151054E-01  3.130478E-01  4.662409E-01
   6     5     7    12  1.896646E-01  2.425211E-01  2.283516E-01  3.187976E-01  2.241353E-01  3.073445E-01  2.880377E-01  4.481810E-01
   6     5     7    13  1.746448E-01  2.309744E-01  2.095917E-01  3.021066E-01  2.102927E-01  3.086384E-01  2.667018E-01  4.469390E-01
   6     5     7    14  1.644409E-01  2.332876E-01  1.963355E-01  3.040168E-01  1.961245E-01  3.157155E-01  2.462252E-01  4.592222E-01
   6     5     8     1  2.812188E-01  3.850373E-01  4.034520E-01  6.085211E-01  3.111314E-01  4.270489E-01  4.603711E-01  6.960500E-01
   6     5     8     2  2.811956E-01  3.849786E-01  4.033965E-01  6.083770E-01  3.111025E-01  4.269775E-01  4.603013E-01  6.958739E-01
   6     5     8     3  2.811353E-01  3.848339E-01  4.032512E-01  6.080227E-01  3.110272E-01  4.268016E-01  4.601190E-01  6.954425E-01
   6     5     8     4  2.809599E-01  3.844386E-01  4.028271E-01  6.070580E-01  3.108084E-01  4.263216E-01  4.595886E-01  6.942732E-01
   6     5     8     5  2.804083E-01  3.832622E-01  4.014897E-01  6.041998E-01  3.101206E-01  4.248951E-01  4.579206E-01  6.908260E-01
   6     5     8     6  2.786987E-01  3.797719E-01  3.973511E-01  5.957938E-01  3.079909E-01  4.206695E-01  4.527778E-01  6.807459E-01
   6     5     8     7  2.743201E-01  3.711583E-01  3.868717E-01  5.755092E-01  3.025484E-01  4.102774E-01  4.398560E-01  6.566916E-01
   6     5     8     8  2.662579E-01  3.559894E-01  3.681823E-01  5.416222E-01  2.925960E-01  3.921554E-01  4.172751E-01  6.176556E-01
   6     5     8     9  2.551056E-01  3.364603E-01  3.437061E-01  5.013823E-01  2.791289E-01  3.695325E-01  3.890526E-01  5.746554E-01
   6     5     8    10  2.424781E-01  3.169843E-01  3.172966E-01  4.622598E-01  2.649109E-01  3.492534E-01  3.609948E-01  5.393075E-01
   6     5     8    11  2.288073E-01  2.993078E-01  2.906576E-01  4.239370E-01  2.517058E-01  3.357496E-01  3.349013E-01  5.113315E-01
   6     5     8    12  2.126013E-01  2.802660E-01  2.637902E-01  3.844157E-01  2.376855E-01  3.257047E-01  3.092507E-01  4.854153E-01
   6     5     8    13  1.947115E-01  2.593491E-01  2.377249E-01  3.463822E-01  2.219571E-01  3.160600E-01  2.837325E-01  4.619977E-01
   6     5     8    14  1.779996E-01  2.410287E-01  2.148140E-01  3.161894E-01  2.061480E-01  3.095421E-01  2.596673E-01  4.471659E-01
   6     5     9     1  2.982847E-01  4.112766E-01  4.355809E-01  6.661217E-01  3.155138E-01  4.354765E-01  4.688672E-01  7.180031E-01
   6     5     9     2  2.982604E-01  4.112143E-01  4.355217E-01  6.659658E-01  3.154863E-01  4.354073E-01  4.688002E-01  7.178294E-01
   6     5     9     3  2.981969E-01  4.110609E-01  4.353668E-01  6.655834E-01  3.154149E-01  4.352369E-01  4.686252E-01  7.174042E-01
   6     5     9     4  2.980126E-01  4.106419E-01  4.349157E-01  6.645451E-01  3.152073E-01  4.347721E-01  4.681163E-01  7.162528E-01
   6     5     9     5  2.974330E-01  4.093962E-01  4.334951E-01  6.614787E-01  3.145549E-01  4.333910E-01  4.665166E-01  7.128626E-01
   6     5     9     6  2.956376E-01  4.057040E-01  4.291081E-01  6.524939E-01  3.125351E-01  4.293017E-01  4.615870E-01  7.029642E-01
   6     5     9     7  2.910449E-01  3.966132E-01  4.180487E-01  6.309770E-01  3.073756E-01  4.192533E-01  4.492181E-01  6.794221E-01
   6     5     9     8  2.826226E-01  3.807127E-01  3.985640E-01  5.957515E-01  2.979529E-01  4.017772E-01  4.276971E-01  6.415889E-01
   6     5     9     9  2.711334E-01  3.606953E-01  3.737806E-01  5.560546E-01  2.852693E-01  3.801730E-01  4.011423E-01  6.011317E-01
   6     5     9    10  2.587098E-01  3.422217E-01  3.483885E-01  5.213594E-01  2.721574E-01  3.615755E-01  3.755198E-01  5.704764E-01
   6     5     9    11  2.464916E-01  3.283832E-01  3.239664E-01  4.903897E-01  2.606702E-01  3.509155E-01  3.526342E-01  5.490717E-01
   6     5     9    12  2.328086E-01  3.150126E-01  2.994199E-01  4.572798E-01  2.491472E-01  3.444039E-01  3.305820E-01  5.293079E-01
   6     5     9    13  2.171984E-01  2.981115E-01  2.744098E-01  4.203235E-01  2.361416E-01  3.365943E-01  3.081663E-01  5.073105E-01
   6     5     9    14  2.009342E-01  2.780898E-01  2.496494E-01  3.813400E-01  2.221586E-01  3.265785E-01  2.853688E-01  4.833221E-01
   6     6     1     1  2.609097E-01  3.156446E-01  3.189992E-01  3.657375E-01  3.492973E-01  4.587211E-01  4.664338E-01  5.798017E-01
   6     6     1     2  2.607666E-01  3.155210E-01  3.189009E-01  3.657360E-01  3.490988E-01  4.584906E-01  4.662484E-01  5.797283E-01
   6     6     1     3  2.604418E-01  3.152352E-01  3.186652E-01  3.657037E-01  3.486328E-01  4.579468E-01  4.657920E-01  5.795045E-01
   6     6     1     4  2.596548E-01  3.145206E-01  3.180460E-01  3.655188E-01  3.474472E-01  4.565487E-01  4.645549E-01  5.787456E-01
   6     6     1     5  2.576509E-01  3.126089E-01  3.162979E-01  3.646665E-01  3.442475E-01  4.526917E-01  4.609510E-01  5.760291E-01
   6     6     1     6  2.526696E-01  3.075351E-01  3.114232E-01  3.613918E-01  3.358539E-01  4.422420E-01  4.507190E-01  5.669701E-01
   6     6     1     7  2.423111E-01  2.963481E-01  3.003086E-01  3.525910E-01  3.180446E-01  4.194106E-01  4.276713E-01  5.446577E-01
   6     6     1     8  2.268850E-01  2.790659E-01  2.829859E-01  3.381694E-01  2.920845E-01  3.855364E-01  3.932166E-01  5.104010E-01
   6     6     1     9  2.096269E-01  2.594043E-01  2.635703E-01  3.223205E-01  2.642101E-01  3.490905E-01  3.566717E-01  4.749393E-01
   6     6     1    10  1.939310E-01  2.419323E-01  2.465712E-01  3.100915E-01  2.399224E-01  3.184259E-01  3.262919E-01  4.488607E-01
   6     6     1    11  1.826533E-01  2.317024E-01  2.349206E-01  3.056824E-01  2.230269E-01  3.011412E-01  3.062443E-01  4.396850E-01
   6     6     1    12  1.759183E-01  2.308249E-01  2.271366E-01  3.088240E-01  2.130982E-01  2.996435E-01  2.931797E-01  4.462406E-01
   6     6     1    13  1.702036E-01  2.350976E-01  2.192463E-01  3.147384E-01  2.047861E-01  3.068375E-01  2.801682E-01  4.587999E-01
   6     6     1    14  1.627020E-01  2.398337E-01  2.104413E-01  3.198233E-01  1.940329E-01  3.149848E-01  2.658778E-01  4.698036E-01
   6     6     2     1  2.667674E-01  3.235478E-01  3.261079E-01  3.744600E-01  3.585277E-01  4.708286E-01  4.774323E-01  5.907422E-01
   6     6     2     2  2.665459E-01  3.232713E-01  3.258659E-01  3.742165E-01  3.581637E-01  4.703393E-01  4.770081E-01  5.903414E-01
   6     6     2     3  2.660635E-01  3.226800E-01  3.253419E-01  3.737006E-01  3.573618E-01  4.692754E-01  4.760706E-01  5.894633E-01
   6     6     2     4  2.649648E-01  3.213716E-01  3.241611E-01  3.725794E-01  3.555062E-01  4.668596E-01  4.738888E-01  5.874455E-01
   6     6     2     5  2.623943E-01  3.184303E-01  3.214371E-01  3.701343E-01  3.510859E-01  4.612271E-01  4.686309E-01  5.826398E-01
   6     6     2     6  2.566153E-01  3.120574E-01  3.153411E-01  3.649722E-01  3.410014E-01  4.485165E-01  4.563028E-01  5.712580E-01
   6     6     2     7  2.455053E-01  2.998865E-01  3.033492E-01  3.549923E-01  3.216915E-01  4.239215E-01  4.316784E-01  5.476527E-01
   6     6     2     8  2.294163E-01  2.819312E-01  2.855075E-01  3.401226E-01  2.946707E-01  3.889023E-01  3.962912E-01  5.129533E-01
   6     6     2     9  2.115006E-01  2.615784E-01  2.656294E-01  3.239839E-01  2.659954E-01  3.515103E-01  3.590522E-01  4.771548E-01
   6     6     2    10  1.952013E-01  2.433834E-01  2.482197E-01  3.114924E-01  2.411014E-01  3.200342E-01  3.281501E-01  4.507532E-01
   6     6     2    11  1.835227E-01  2.326750E-01  2.363107E-01  3.069584E-01  2.238444E-01  3.022663E-01  3.078008E-01  4.414116E-01
   6     6     2    12  1.766441E-01  2.317538E-01  2.283802E-01  3.100521E-01  2.137818E-01  3.006981E-01  2.945845E-01  4.478975E-01
   6     6     2    13  1.708545E-01  2.360960E-01  2.204136E-01  3.158845E-01  2.054053E-01  3.079438E-01  2.815177E-01  4.603629E-01
   6     6     2    14  1.632975E-01  2.408218E-01  2.116572E-01  3.208778E-01  1.946210E-01  3.160922E-01  2.673054E-01  4.712639E-01
   6     6     3     1  2.669986E-01  3.312765E-01  3.325034E-01  3.942486E-01  3.661032E-01  4.905205E-01  4.953997E-01  6.303401E-01
   6     6     3     2  2.668038E-01  3.309398E-01  3.322071E-01  3.937930E-01  3.656874E-01  4.897857E-01  4.947493E-01  6.293446E-01
   6     6     3     3  2.663789E-01  3.302225E-01  3.315676E-01  3.928308E-01  3.647792E-01  4.882167E-01  4.933426E-01  6.272405E-01
   6     6     3     4  2.654074E-01  3.286438E-01  3.301312E-01  3.907475E-01  3.627030E-01  4.847572E-01  4.901776E-01  6.226819E-01
   6     6     3     5  2.631180E-01  3.251295E-01  3.268423E-01  3.862421E-01  3.578362E-01  4.770602E-01  4.829370E-01  6.128383E-01
   6     6     3     6  2.579278E-01  3.177631E-01  3.197224E-01  3.772864E-01  3.470110E-01  4.610299E-01  4.673589E-01  5.932926E-01
   6     6     3     7  2.477911E-01  3.046454E-01  3.067297E-01  3.627789E-01  3.268785E-01  4.330238E-01  4.394095E-01  5.612694E-01
   6     6     3     8  2.323885E-01  2.861381E-01  2.884157E-01  3.449351E-01  2.989214E-01  3.955356E-01  4.018143E-01  5.214134E-01
   6     6     3     9  2.142341E-01  2.649671E-01  2.680850E-01  3.273153E-01  2.691248E-01  3.561773E-01  3.630978E-01  4.830193E-01
   6     6     3    10  1.971183E-01  2.455378E-01  2.501008E-01  3.139904E-01  2.431744E-01  3.230262E-01  3.311534E-01  4.552329E-01
   6     6     3    11  1.847067E-01  2.338911E-01  2.377492E-01  3.091890E-01  2.252146E-01  3.042415E-01  3.101864E-01  4.453641E-01
   6     6     3    12  1.775366E-01  2.329465E-01  2.294541E-01  3.123257E-01  2.148679E-01  3.025400E-01  2.965926E-01  4.517936E-01
   6     6     3    13  1.715309E-01  2.375062E-01  2.211094E-01  3.181609E-01  2.063191E-01  3.099306E-01  2.832585E-01  4.642545E-01
   6     6     3    14  1.637127E-01  2.422515E-01  2.120694E-01  3.231057E-01  1.953863E-01  3.181148E-01  2.689625E-01  4.751200E-01
   6     6     4     1  2.570380E-01  3.274182E-01  3.249189E-01  4.044493E-01  3.567625E-01  4.892145E-01  4.901381E-01  6.527207E-01
   6     6     4     2  2.569199E-01  3.271842E-01  3.247196E-01  4.040899E-01  3.564863E-01  4.886562E-01  4.896542E-01  6.518414E-01
   6     6     4     3  2.566587E-01  3.266778E-01  3.242802E-01  4.033144E-01  3.558741E-01  4.874483E-01  4.885892E-01  6.499517E-01
   6     6     4     4  2.560465E-01  3.255308E-01  3.232561E-01  4.015678E-01  3.544378E-01  4.847171E-01  4.861165E-01  6.457252E-01
   6     6     4     5  2.545474E-01  3.228492E-01  3.207707E-01  3.975244E-01  3.509246E-01  4.783648E-01  4.801621E-01  6.360660E-01
   6     6     4     6  2.509765E-01  3.168183E-01  3.149462E-01  3.885969E-01  3.426345E-01  4.642801E-01  4.664538E-01  6.152751E-01
   6     6     4     7  2.436289E-01  3.052258E-01  3.033812E-01  3.721308E-01  3.260826E-01  4.380711E-01  4.402296E-01  5.786662E-01
   6     6     4     8  2.317399E-01  2.880014E-01  2.861411E-01  3.500370E-01  3.010712E-01  4.012086E-01  4.033541E-01  5.322418E-01
   6     6     4     9  2.161798E-01  2.676199E-01  2.667075E-01  3.291096E-01  2.721810E-01  3.611399E-01  3.645952E-01  4.893562E-01
   6     6     4    10  1.993130E-01  2.473788E-01  2.491119E-01  3.146250E-01  2.455448E-01  3.262313E-01  3.321902E-01  4.595244E-01
   6     6     4    11  1.857783E-01  2.341160E-01  2.366808E-01  3.101059E-01  2.266001E-01  3.059267E-01  3.106812E-01  4.492327E-01
   6     6     4    12  1.780551E-01  2.333849E-01  2.278108E-01  3.140424E-01  2.157497E-01  3.041797E-01  2.963959E-01  4.560769E-01
   6     6     4    13  1.715134E-01  2.387248E-01  2.182807E-01  3.203047E-01  2.067422E-01  3.120065E-01  2.821151E-01  4.689449E-01
   6     6     4    14  1.627964E-01  2.436082E-01  2.077713E-01  3.253947E-01  1.952172E-01  3.203202E-01  2.668254E-01  4.800492E-01
   6     6     5     1  2.417418E-01  3.155313E-01  3.077524E-01  4.072368E-01  3.293533E-01  4.577927E-01  4.515864E-01  6.323196E-01
   6     6     5     2  2.417192E-01  3.154788E-01  3.077115E-01  4.071469E-01  3.293025E-01  4.576754E-01  4.514930E-01  6.321179E-01
   6     6     5     3  2.416602E-01  3.153493E-01  3.076046E-01  4.069254E-01  3.291693E-01  4.573859E-01  4.512495E-01  6.316235E-01
   6     6     5     4  2.414891E-01  3.149956E-01  3.072941E-01  4.063205E-01  3.287802E-01  4.565934E-01  4.505422E-01  6.302826E-01
   6     6     5     5  2.409517E-01  3.139422E-01  3.063171E-01  4.045214E-01  3.275516E-01  4.542328E-01  4.483211E-01  6.263269E-01
   6     6     5     6  2.392872E-01  3.108123E-01  3.032921E-01  3.991924E-01  3.237419E-01  4.472434E-01  4.414863E-01  6.147533E-01
   6     6     5     7  2.350188E-01  3.030520E-01  2.955700E-01  3.861036E-01  3.140369E-01  4.301513E-01  4.243868E-01  5.871155E-01
   6     6     5     8  2.270991E-01  2.891716E-01  2.814954E-01  3.633644E-01  2.964523E-01  4.006842E-01  3.948232E-01  5.422117E-01
   6     6     5     9  2.158123E-01  2.704266E-01  2.626057E-01  3.352413E-01  2.728124E-01  3.637377E-01  3.589238E-01  4.931210E-01
   6     6     5    10  2.020269E-01  2.496034E-01  2.434840E-01  3.114678E-01  2.476709E-01  3.280508E-01  3.267930E-01  4.576045E-01
   6     6     5    11  1.872119E-01  2.316989E-01  2.301971E-01  3.036033E-01  2.275586E-01  3.051930E-01  3.050739E-01  4.463840E-01
   6     6     5    12  1.774878E-01  2.292145E-01  2.217255E-01  3.107985E-01  2.158575E-01  3.034785E-01  2.899756E-01  4.550923E-01
   6     6     5    13  1.709412E-01  2.385227E-01  2.104966E-01  3.196329E-01  2.059417E-01  3.127347E-01  2.734444E-01  4.697538E-01
   6     6     5    14  1.603024E-01  2.444856E-01  1.963780E-01  3.258523E-01  1.927431E-01  3.215665E-01  2.547935E-01  4.820733E-01
   6     6     6     1  2.393979E-01  3.221138E-01  3.130278E-01  4.440680E-01  3.130278E-01  4.440680E-01  4.327535E-01  6.445625E-01
   6     6     6     2  2.393815E-01  3.220717E-01  3.129955E-01  4.439861E-01  3.129955E-01  4.439861E-01  4.326901E-01  6.444049E-01
   6     6     6     3  2.393388E-01  3.219678E-01  3.129110E-01  4.437833E-01  3.129110E-01  4.437833E-01  4.325239E-01  6.440164E-01
   6     6     6     4  2.392146E-01  3.216825E-01  3.126638E-01  4.432265E-01  3.126638E-01  4.432265E-01  4.320384E-01  6.429552E-01
   6     6     6     5  2.388233E-01  3.208298E-01  3.118822E-01  4.415610E-01  3.118822E-01  4.415610E-01  4.305049E-01  6.397988E-01
   6     6     6     6  2.376083E-01  3.182854E-01  3.094482E-01  4.365932E-01  3.094482E-01  4.365932E-01  4.257433E-01  6.304532E-01
   6     6     6     7  2.344811E-01  3.119282E-01  3.031688E-01  4.242197E-01  3.031688E-01  4.242197E-01  4.135649E-01  6.075212E-01
   6     6     6     8  2.286354E-01  3.003397E-01  2.913946E-01  4.018661E-01  2.913946E-01  4.018661E-01  3.912722E-01  5.675502E-01
   6     6     6     9  2.201629E-01  2.839364E-01  2.742935E-01  3.709398E-01  2.742935E-01  3.709398E-01  3.606538E-01  5.163903E-01
   6     6     6    10  2.095965E-01  2.639667E-01  2.532591E-01  3.356677E-01  2.532591E-01  3.356677E-01  3.272296E-01  4.669768E-01
   6     6     6    11  1.975438E-01  2.422733E-01  2.316714E-01  3.053299E-01  2.316714E-01  3.053299E-01  2.999307E-01  4.390737E-01
   6     6     6    12  1.840041E-01  2.228878E-01  2.164289E-01  2.967702E-01  2.164289E-01  2.967702E-01  2.822272E-01  4.432203E-01
   6     6     6    13  1.703681E-01  2.263399E-01  2.063415E-01  3.094303E-01  2.063415E-01  3.094303E-01  2.642391E-01  4.613877E-01
   6     6     6    14  1.615983E-01  2.426002E-01  1.913190E-01  3.208380E-01  1.913190E-01  3.208380E-01  2.410890E-01  4.778142E-01
   6     6     7     1  2.520213E-01  3.483332E-01  3.415471E-01  5.112202E-01  3.075639E-01  4.419225E-01  4.314261E-01  6.708976E-01
   6     6     7     2  2.520065E-01  3.482927E-01  3.415157E-01  5.111330E-01  3.075401E-01  4.418579E-01  4.313763E-01  6.707613E-01
   6     6     7     3  2.519677E-01  3.481923E-01  3.414333E-01  5.109172E-01  3.074778E-01  4.416981E-01  4.312459E-01  6.704251E-01
   6     6     7     4  2.518548E-01  3.479166E-01  3.411919E-01  5.103249E-01  3.072960E-01  4.412594E-01  4.308649E-01  6.695063E-01
   6     6     7     5  2.514983E-01  3.470917E-01  3.404279E-01  5.085539E-01  3.067219E-01  4.399477E-01  4.296609E-01  6.667723E-01
   6     6     7     6  2.503898E-01  3.446284E-01  3.380474E-01  5.032750E-01  3.049354E-01  4.360343E-01  4.259181E-01  6.586666E-01
   6     6     7     7  2.475324E-01  3.384696E-01  3.319052E-01  4.901435E-01  3.003280E-01  4.262682E-01  4.163138E-01  6.386935E-01
   6     6     7     8  2.421793E-01  3.272305E-01  3.203926E-01  4.664649E-01  2.916858E-01  4.085101E-01  3.985623E-01  6.034325E-01
   6     6     7     9  2.344022E-01  3.112790E-01  3.036582E-01  4.336240E-01  2.790813E-01  3.834727E-01  3.735321E-01  5.566234E-01
   6     6     7    10  2.247254E-01  2.917377E-01  2.827677E-01  3.949583E-01  2.632397E-01  3.533342E-01  3.441116E-01  5.062210E-01
   6     6     7    11  2.139312E-01  2.701009E-01  2.590981E-01  3.550234E-01  2.453336E-01  3.223684E-01  3.144953E-01  4.637569E-01
   6     6     7    12  2.020590E-01  2.473277E-01  2.341827E-01  3.196662E-01  2.264753E-01  2.990785E-01  2.882126E-01  4.406497E-01
   6     6     7    13  1.848437E-01  2.265522E-01  2.126303E-01  2.997108E-01  2.105881E-01  2.975681E-01  2.660020E-01  4.414422E-01
   6     6     7    14  1.664824E-01  2.262825E-01  1.976635E-01  3.029222E-01  1.968565E-01  3.121566E-01  2.438095E-01  4.573249E-01
   6     6     8     1  2.731051E-01  3.859259E-01  3.802293E-01  5.910745E-01  3.102162E-01  4.493473E-01  4.404384E-01  7.027257E-01
   6     6     8     2  2.730899E-01  3.858827E-01  3.801956E-01  5.909764E-01  3.101958E-01  4.492899E-01  4.403941E-01  7.025972E-01
   6     6     8     3  2.730499E-01  3.857757E-01  3.801073E-01  5.907341E-01  3.101427E-01  4.491481E-01  4.402780E-01  7.022808E-01
   6     6     8     4  2.729334E-01  3.854820E-01  3.798487E-01  5.900703E-01  3.099877E-01  4.487591E-01  4.399390E-01  7.014168E-01
   6     6     8     5  2.725656E-01  3.846033E-01  3.790307E-01  5.880897E-01  3.094985E-01  4.475967E-01  4.388682E-01  6.988483E-01
   6     6     8     6  2.714210E-01  3.819801E-01  3.764837E-01  5.822003E-01  3.079769E-01  4.441306E-01  4.355405E-01  6.912398E-01
   6     6     8     7  2.684691E-01  3.754258E-01  3.699243E-01  5.676120E-01  3.040557E-01  4.354853E-01  4.270038E-01  6.725156E-01
   6     6     8     8  2.629324E-01  3.634805E-01  3.576911E-01  5.415505E-01  2.967140E-01  4.197797E-01  4.112374E-01  6.395400E-01
   6     6     8     9  2.548672E-01  3.465650E-01  3.401022E-01  5.060585E-01  2.860480E-01  3.976604E-01  3.890430E-01  5.959476E-01
   6     6     8    10  2.447874E-01  3.259659E-01  3.185811E-01  4.655411E-01  2.727488E-01  3.710253E-01  3.630047E-01  5.491940E-01
   6     6     8    11  2.335515E-01  3.037495E-01  2.948175E-01  4.250998E-01  2.579884E-01  3.434402E-01  3.365348E-01  5.089455E-01
   6     6     8    12  2.214529E-01  2.821068E-01  2.692076E-01  3.864599E-01  2.426279E-01  3.207538E-01  3.109982E-01  4.801000E-01
   6     6     8    13  2.042248E-01  2.611660E-01  2.422863E-01  3.487420E-01  2.252920E-01  3.083731E-01  2.851772E-01  4.588506E-01
   6     6     8    14  1.834837E-01  2.413233E-01  2.172864E-01  3.171087E-01  2.082654E-01  3.056438E-01  2.598130E-01  4.461412E-01
   6     6     9     1  2.925372E-01  4.198538E-01  4.137936E-01  6.593971E-01  3.147652E-01  4.582639E-01  4.500221E-01  7.285206E-01
   6     6     9     2  2.925211E-01  4.198073E-01  4.137573E-01  6.592887E-01  3.147463E-01  4.582095E-01  4.499800E-01  7.283947E-01
   6     6     9     3  2.924790E-01  4.196922E-01  4.136624E-01  6.590215E-01  3.146970E-01  4.580750E-01  4.498697E-01  7.280848E-01
   6     6     9     4  2.923560E-01  4.193766E-01  4.133848E-01  6.582911E-01  3.145530E-01  4.577061E-01  4.495476E-01  7.272395E-01
   6     6     9     5  2.919677E-01  4.184329E-01  4.125072E-01  6.561163E-01  3.140988E-01  4.566043E-01  4.485305E-01  7.247284E-01
   6     6     9     6  2.907599E-01  4.156176E-01  4.097777E-01  6.496645E-01  3.126865E-01  4.533199E-01  4.453708E-01  7.172975E-01
   6     6     9     7  2.876460E-01  4.085904E-01  4.027631E-01  6.337486E-01  3.090482E-01  4.451320E-01  4.372708E-01  6.990409E-01
   6     6     9     8  2.818104E-01  3.958092E-01  3.897529E-01  6.055761E-01  3.022414E-01  4.302727E-01  4.223396E-01  6.670176E-01
   6     6     9     9  2.733216E-01  3.777764E-01  3.712782E-01  5.679553E-01  2.923695E-01  4.093874E-01  4.014236E-01  6.250795E-01
   6     6     9    10  2.627301E-01  3.559897E-01  3.492481E-01  5.267322E-01  2.801025E-01  3.843388E-01  3.771784E-01  5.811017E-01
   6     6     9    11  2.509908E-01  3.331460E-01  3.261021E-01  4.889657E-01  2.666167E-01  3.587146E-01  3.532238E-01  5.454252E-01
   6     6     9    12  2.387566E-01  3.131505E-01  3.025154E-01  4.562867E-01  2.530999E-01  3.386333E-01  3.310993E-01  5.225255E-01
   6     6     9    13  2.232243E-01  2.974034E-01  2.774932E-01  4.221864E-01  2.385673E-01  3.288838E-01  3.088339E-01  5.040287E-01
