Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   9     7     5     1  2.596143E-01  3.499260E-01  3.068286E-01  4.160701E-01  3.633009E-01  5.329547E-01  4.516026E-01  6.652002E-01
   9     7     5     2  2.596123E-01  3.499213E-01  3.068257E-01  4.160634E-01  3.632968E-01  5.329439E-01  4.515962E-01  6.651840E-01
   9     7     5     3  2.596080E-01  3.499121E-01  3.068199E-01  4.160505E-01  3.632882E-01  5.329225E-01  4.515833E-01  6.651522E-01
   9     7     5     4  2.595987E-01  3.498941E-01  3.068087E-01  4.160273E-01  3.632705E-01  5.328800E-01  4.515577E-01  6.650908E-01
   9     7     5     5  2.595765E-01  3.498599E-01  3.067868E-01  4.159903E-01  3.632322E-01  5.327965E-01  4.515065E-01  6.649764E-01
   9     7     5     6  2.595183E-01  3.497991E-01  3.067459E-01  4.159540E-01  3.631444E-01  5.326354E-01  4.514046E-01  6.647816E-01
   9     7     5     7  2.593473E-01  3.497054E-01  3.066740E-01  4.160278E-01  3.629243E-01  5.323367E-01  4.512027E-01  6.645255E-01
   9     7     5     8  2.587922E-01  3.496010E-01  3.065461E-01  4.166903E-01  3.623144E-01  5.318259E-01  4.508022E-01  6.645161E-01
   9     7     5     9  2.569041E-01  3.493641E-01  3.060700E-01  4.192074E-01  3.604936E-01  5.310327E-01  4.499553E-01  6.661167E-01
   9     7     5    10  2.511978E-01  3.469426E-01  3.029534E-01  4.232200E-01  3.551923E-01  5.292295E-01  4.475058E-01  6.720704E-01
   9     7     5    11  2.401275E-01  3.376820E-01  2.930592E-01  4.208729E-01  3.428601E-01  5.217418E-01  4.389398E-01  6.790249E-01
   9     7     5    12  2.272512E-01  3.236137E-01  2.791182E-01  4.101101E-01  3.243735E-01  5.031857E-01  4.208457E-01  6.722980E-01
   9     7     5    13  2.160263E-01  3.090040E-01  2.660282E-01  3.953409E-01  3.072846E-01  4.792988E-01  4.023369E-01  6.505330E-01
   9     7     5    14  2.074634E-01  2.950408E-01  2.576729E-01  3.780666E-01  2.966760E-01  4.586969E-01  3.939371E-01  6.257043E-01
   9     7     6     1  2.520318E-01  3.483640E-01  3.075808E-01  4.419715E-01  3.415695E-01  5.112863E-01  4.314614E-01  6.710008E-01
   9     7     6     2  2.520305E-01  3.483608E-01  3.075787E-01  4.419663E-01  3.415669E-01  5.112792E-01  4.314573E-01  6.709892E-01
   9     7     6     3  2.520275E-01  3.483541E-01  3.075745E-01  4.419559E-01  3.415613E-01  5.112650E-01  4.314489E-01  6.709665E-01
   9     7     6     4  2.520203E-01  3.483400E-01  3.075650E-01  4.419356E-01  3.415491E-01  5.112364E-01  4.314316E-01  6.709234E-01
   9     7     6     5  2.520009E-01  3.483094E-01  3.075427E-01  4.418970E-01  3.415195E-01  5.111784E-01  4.313949E-01  6.708456E-01
   9     7     6     6  2.519419E-01  3.482381E-01  3.074842E-01  4.418276E-01  3.414404E-01  5.110595E-01  4.313134E-01  6.707245E-01
   9     7     6     7  2.517456E-01  3.480563E-01  3.073130E-01  4.417199E-01  3.412041E-01  5.108106E-01  4.311180E-01  6.706171E-01
   9     7     6     8  2.510596E-01  3.475410E-01  3.067647E-01  4.416114E-01  3.404359E-01  5.102647E-01  4.306012E-01  6.709024E-01
   9     7     6     9  2.487604E-01  3.459371E-01  3.049584E-01  4.415667E-01  3.379071E-01  5.088937E-01  4.290726E-01  6.729255E-01
   9     7     6    10  2.425607E-01  3.409621E-01  2.996287E-01  4.403186E-01  3.306446E-01  5.044037E-01  4.242192E-01  6.779511E-01
   9     7     6    11  2.317355E-01  3.297978E-01  2.885428E-01  4.326902E-01  3.160408E-01  4.909151E-01  4.113994E-01  6.780763E-01
   9     7     6    12  2.198457E-01  3.155926E-01  2.749144E-01  4.187377E-01  2.980488E-01  4.686224E-01  3.919660E-01  6.629969E-01
   9     7     6    13  2.091048E-01  3.024766E-01  2.622250E-01  4.044030E-01  2.823342E-01  4.468104E-01  3.744759E-01  6.426450E-01
   9     7     6    14  1.996230E-01  2.908269E-01  2.514547E-01  3.907808E-01  2.699551E-01  4.282127E-01  3.603684E-01  6.228741E-01
   9     7     7     1  2.556991E-01  3.589943E-01  3.278175E-01  4.931854E-01  3.278175E-01  4.931854E-01  4.261580E-01  6.874739E-01
   9     7     7     2  2.556980E-01  3.589915E-01  3.278156E-01  4.931802E-01  3.278156E-01  4.931802E-01  4.261548E-01  6.874644E-01
   9     7     7     3  2.556954E-01  3.589856E-01  3.278115E-01  4.931695E-01  3.278115E-01  4.931695E-01  4.261483E-01  6.874457E-01
   9     7     7     4  2.556889E-01  3.589723E-01  3.278017E-01  4.931473E-01  3.278017E-01  4.931473E-01  4.261340E-01  6.874095E-01
   9     7     7     5  2.556700E-01  3.589401E-01  3.277761E-01  4.930992E-01  3.277761E-01  4.930992E-01  4.261010E-01  6.873414E-01
   9     7     7     6  2.556091E-01  3.588540E-01  3.277006E-01  4.929882E-01  3.277006E-01  4.929882E-01  4.260172E-01  6.872233E-01
   9     7     7     7  2.553971E-01  3.585961E-01  3.274543E-01  4.927083E-01  3.274543E-01  4.927083E-01  4.257796E-01  6.870578E-01
   9     7     7     8  2.546368E-01  3.577603E-01  3.266038E-01  4.919275E-01  3.266038E-01  4.919275E-01  4.250383E-01  6.869826E-01
   9     7     7     9  2.520698E-01  3.550517E-01  3.237477E-01  4.895621E-01  3.237477E-01  4.895621E-01  4.226336E-01  6.874575E-01
   9     7     7    10  2.452751E-01  3.475678E-01  3.158554E-01  4.824498E-01  3.158554E-01  4.824498E-01  4.155234E-01  6.876152E-01
   9     7     7    11  2.339081E-01  3.335472E-01  3.014279E-01  4.661058E-01  3.014279E-01  4.661058E-01  4.002193E-01  6.791056E-01
   9     7     7    12  2.218373E-01  3.175929E-01  2.851167E-01  4.440079E-01  2.851167E-01  4.440079E-01  3.805182E-01  6.573346E-01
   9     7     7    13  2.112939E-01  3.039450E-01  2.712157E-01  4.241730E-01  2.712157E-01  4.241730E-01  3.639120E-01  6.342086E-01
   9     7     7    14  2.019521E-01  2.926065E-01  2.598202E-01  4.078942E-01  2.598202E-01  4.078942E-01  3.506537E-01  6.139087E-01
   9     7     8     1  2.714419E-01  3.882624E-01  3.620488E-01  5.673486E-01  3.238420E-01  4.875504E-01  4.324769E-01  7.143743E-01
   9     7     8     2  2.714408E-01  3.882596E-01  3.620468E-01  5.673428E-01  3.238405E-01  4.875461E-01  4.324742E-01  7.143656E-01
   9     7     8     3  2.714383E-01  3.882535E-01  3.620425E-01  5.673309E-01  3.238371E-01  4.875372E-01  4.324684E-01  7.143485E-01
   9     7     8     4  2.714319E-01  3.882398E-01  3.620324E-01  5.673060E-01  3.238287E-01  4.875181E-01  4.324556E-01  7.143149E-01
   9     7     8     5  2.714132E-01  3.882060E-01  3.620056E-01  5.672518E-01  3.238060E-01  4.874751E-01  4.324251E-01  7.142506E-01
   9     7     8     6  2.713525E-01  3.881128E-01  3.619267E-01  5.671257E-01  3.237366E-01  4.873698E-01  4.323445E-01  7.141341E-01
   9     7     8     7  2.711396E-01  3.878263E-01  3.616691E-01  5.668045E-01  3.235039E-01  4.870839E-01  4.321062E-01  7.139475E-01
   9     7     8     8  2.703723E-01  3.868786E-01  3.607782E-01  5.658961E-01  3.226863E-01  4.862268E-01  4.313367E-01  7.137382E-01
   9     7     8     9  2.677657E-01  3.837683E-01  3.577680E-01  5.631004E-01  3.199241E-01  4.835255E-01  4.287957E-01  7.136333E-01
   9     7     8    10  2.607640E-01  3.751265E-01  3.493001E-01  5.545250E-01  3.123545E-01  4.756255E-01  4.213329E-01  7.119801E-01
   9     7     8    11  2.486303E-01  3.586948E-01  3.331816E-01  5.340711E-01  2.987554E-01  4.587625E-01  4.056924E-01  7.001676E-01
   9     7     8    12  2.348896E-01  3.389160E-01  3.135798E-01  5.040930E-01  2.833476E-01  4.370046E-01  3.856821E-01  6.747854E-01
   9     7     8    13  2.222820E-01  3.208615E-01  2.953510E-01  4.741427E-01  2.697380E-01  4.173904E-01  3.679323E-01  6.477316E-01
   9     7     8    14  2.113418E-01  3.058570E-01  2.797334E-01  4.479183E-01  2.581400E-01  4.011021E-01  3.531259E-01  6.234620E-01
   9     7     9     1  2.923142E-01  4.269105E-01  3.973760E-01  6.445607E-01  3.259511E-01  4.918891E-01  4.421083E-01  7.421424E-01
   9     7     9     2  2.923131E-01  4.269075E-01  3.973739E-01  6.445540E-01  3.259497E-01  4.918852E-01  4.421058E-01  7.421340E-01
   9     7     9     3  2.923106E-01  4.269010E-01  3.973693E-01  6.445406E-01  3.259466E-01  4.918770E-01  4.421004E-01  7.421173E-01
   9     7     9     4  2.923041E-01  4.268865E-01  3.973588E-01  6.445133E-01  3.259391E-01  4.918595E-01  4.420884E-01  7.420849E-01
   9     7     9     5  2.922854E-01  4.268513E-01  3.973320E-01  6.444563E-01  3.259183E-01  4.918195E-01  4.420600E-01  7.420237E-01
   9     7     9     6  2.922257E-01  4.267563E-01  3.972557E-01  6.443333E-01  3.258546E-01  4.917203E-01  4.419852E-01  7.419152E-01
   9     7     9     7  2.920182E-01  4.264702E-01  3.970138E-01  6.440522E-01  3.256396E-01  4.914468E-01  4.417646E-01  7.417531E-01
   9     7     9     8  2.912744E-01  4.255363E-01  3.961928E-01  6.433488E-01  3.248821E-01  4.906153E-01  4.410539E-01  7.416233E-01
   9     7     9     9  2.887476E-01  4.224815E-01  3.934324E-01  6.413225E-01  3.223209E-01  4.879759E-01  4.387077E-01  7.417676E-01
   9     7     9    10  2.819091E-01  4.138804E-01  3.855431E-01  6.345824E-01  3.153165E-01  4.802910E-01  4.317959E-01  7.407289E-01
   9     7     9    11  2.698415E-01  3.970022E-01  3.699652E-01  6.157840E-01  3.027500E-01  4.640700E-01  4.172208E-01  7.298676E-01
   9     7     9    12  2.557848E-01  3.757552E-01  3.503073E-01  5.848911E-01  2.883494E-01  4.430996E-01  3.983714E-01  7.051856E-01
   9     7     9    13  2.422183E-01  3.551158E-01  3.312955E-01  5.515119E-01  2.751586E-01  4.236605E-01  3.811158E-01  6.777908E-01
   9     7     9    14  2.295515E-01  3.362185E-01  3.135931E-01  5.191982E-01  2.633044E-01  4.067399E-01  3.657901E-01  6.516994E-01
   9     8     1     1  2.991611E-01  3.680382E-01  3.236067E-01  3.882032E-01  4.245469E-01  5.853261E-01  4.772092E-01  6.409525E-01
   9     8     1     2  2.991551E-01  3.680452E-01  3.236040E-01  3.882174E-01  4.245331E-01  5.853267E-01  4.771985E-01  6.409664E-01
   9     8     1     3  2.991427E-01  3.680588E-01  3.235983E-01  3.882455E-01  4.245046E-01  5.853269E-01  4.771763E-01  6.409935E-01
   9     8     1     4  2.991162E-01  3.680849E-01  3.235855E-01  3.883007E-01  4.244440E-01  5.853237E-01  4.771278E-01  6.410444E-01
   9     8     1     5  2.990573E-01  3.681316E-01  3.235536E-01  3.884067E-01  4.243079E-01  5.853022E-01  4.770155E-01  6.411332E-01
   9     8     1     6  2.989154E-01  3.682029E-01  3.234660E-01  3.885992E-01  4.239787E-01  5.851970E-01  4.767301E-01  6.412555E-01
   9     8     1     7  2.985405E-01  3.682501E-01  3.231966E-01  3.888957E-01  4.231035E-01  5.847328E-01  4.759244E-01  6.412603E-01
   9     8     1     8  2.974689E-01  3.679468E-01  3.223089E-01  3.890861E-01  4.206011E-01  5.828120E-01  4.734721E-01  6.402621E-01
   9     8     1     9  2.944004E-01  3.659811E-01  3.194733E-01  3.879974E-01  4.135651E-01  5.759086E-01  4.662039E-01  6.349457E-01
   9     8     1    10  2.870358E-01  3.597268E-01  3.122594E-01  3.831524E-01  3.975508E-01  5.581021E-01  4.491513E-01  6.195362E-01
   9     8     1    11  2.746417E-01  3.481865E-01  2.999254E-01  3.738388E-01  3.726052E-01  5.288860E-01  4.224083E-01  5.940059E-01
   9     8     1    12  2.590974E-01  3.330177E-01  2.846026E-01  3.621318E-01  3.436866E-01  4.937679E-01  3.917942E-01  5.647569E-01
   9     8     1    13  2.423868E-01  3.157159E-01  2.685547E-01  3.499388E-01  3.146959E-01  4.564095E-01  3.619433E-01  5.360172E-01
   9     8     1    14  2.255260E-01  2.967421E-01  2.528709E-01  3.378306E-01  2.870954E-01  4.178201E-01  3.344428E-01  5.084224E-01
   9     8     2     1  3.043996E-01  3.749512E-01  3.290774E-01  3.951157E-01  4.328500E-01  5.937849E-01  4.855794E-01  6.475456E-01
   9     8     2     2  3.043893E-01  3.749436E-01  3.290677E-01  3.951105E-01  4.328230E-01  5.937663E-01  4.855540E-01  6.475389E-01
   9     8     2     3  3.043684E-01  3.749280E-01  3.290480E-01  3.950997E-01  4.327682E-01  5.937280E-01  4.855023E-01  6.475245E-01
   9     8     2     4  3.043255E-01  3.748956E-01  3.290075E-01  3.950768E-01  4.326553E-01  5.936474E-01  4.853954E-01  6.474920E-01
   9     8     2     5  3.042355E-01  3.748259E-01  3.289223E-01  3.950264E-01  4.324165E-01  5.934711E-01  4.851674E-01  6.474126E-01
   9     8     2     6  3.040406E-01  3.746690E-01  3.287361E-01  3.949089E-01  4.318901E-01  5.930609E-01  4.846587E-01  6.471993E-01
   9     8     2     7  3.036010E-01  3.743012E-01  3.283130E-01  3.946235E-01  4.306670E-01  5.920354E-01  4.834554E-01  6.465749E-01
   9     8     2     8  3.025875E-01  3.734344E-01  3.273306E-01  3.939370E-01  4.277030E-01  5.893250E-01  4.804708E-01  6.446628E-01
   9     8     2     9  3.002651E-01  3.714019E-01  3.250530E-01  3.922805E-01  4.205327E-01  5.820716E-01  4.730407E-01  6.388387E-01
   9     8     2    10  2.950357E-01  3.665160E-01  3.198161E-01  3.880841E-01  4.050561E-01  5.649555E-01  4.566021E-01  6.239434E-01
   9     8     2    11  2.849345E-01  3.566834E-01  3.096528E-01  3.796244E-01  3.803244E-01  5.362537E-01  4.301534E-01  5.987298E-01
   9     8     2    12  2.700265E-01  3.416775E-01  2.948933E-01  3.673481E-01  3.507507E-01  5.006662E-01  3.988972E-01  5.688251E-01
   9     8     2    13  2.522091E-01  3.231650E-01  2.777966E-01  3.536376E-01  3.205489E-01  4.623028E-01  3.678053E-01  5.390931E-01
   9     8     2    14  2.330679E-01  3.026674E-01  2.598935E-01  3.403052E-01  2.915597E-01  4.225770E-01  3.388637E-01  5.107690E-01
   9     8     3     1  3.066052E-01  3.897121E-01  3.337651E-01  4.149853E-01  4.427638E-01  6.245458E-01  4.994933E-01  6.873068E-01
   9     8     3     2  3.065878E-01  3.896812E-01  3.337443E-01  4.149500E-01  4.427272E-01  6.244801E-01  4.994501E-01  6.872341E-01
   9     8     3     3  3.065529E-01  3.896191E-01  3.337025E-01  4.148792E-01  4.426535E-01  6.243478E-01  4.993629E-01  6.870876E-01
   9     8     3     4  3.064822E-01  3.894938E-01  3.336178E-01  4.147365E-01  4.425037E-01  6.240793E-01  4.991859E-01  6.867903E-01
   9     8     3     5  3.063372E-01  3.892389E-01  3.334450E-01  4.144474E-01  4.421957E-01  6.235278E-01  4.988218E-01  6.861794E-01
   9     8     3     6  3.060346E-01  3.887152E-01  3.330877E-01  4.138571E-01  4.415494E-01  6.223736E-01  4.980574E-01  6.848999E-01
   9     8     3     7  3.053915E-01  3.876328E-01  3.323396E-01  4.126502E-01  4.401617E-01  6.199121E-01  4.964161E-01  6.821697E-01
   9     8     3     8  3.040312E-01  3.854547E-01  3.307947E-01  4.102655E-01  4.371741E-01  6.147028E-01  4.928867E-01  6.763983E-01
   9     8     3     9  3.013326E-01  3.814996E-01  3.278428E-01  4.060666E-01  4.310300E-01  6.044171E-01  4.856658E-01  6.650806E-01
   9     8     3    10  2.965904E-01  3.754564E-01  3.229478E-01  3.999970E-01  4.192959E-01  5.862718E-01  4.720875E-01  6.455923E-01
   9     8     3    11  2.898558E-01  3.683230E-01  3.166061E-01  3.936190E-01  3.994627E-01  5.586482E-01  4.498300E-01  6.176378E-01
   9     8     3    12  2.827172E-01  3.617810E-01  3.107831E-01  3.888689E-01  3.714572E-01  5.220465E-01  4.196564E-01  5.838989E-01
   9     8     3    13  2.769637E-01  3.559566E-01  3.070714E-01  3.849912E-01  3.386105E-01  4.797241E-01  3.858216E-01  5.493353E-01
   9     8     3    14  2.694851E-01  3.463347E-01  2.992535E-01  3.748803E-01  3.046886E-01  4.355304E-01  3.518706E-01  5.174856E-01
   9     8     4     1  2.978503E-01  3.933507E-01  3.265942E-01  4.255889E-01  4.345721E-01  6.366654E-01  4.936557E-01  7.125615E-01
   9     8     4     2  2.978386E-01  3.933267E-01  3.265798E-01  4.255606E-01  4.345457E-01  6.366078E-01  4.936226E-01  7.124927E-01
   9     8     4     3  2.978149E-01  3.932789E-01  3.265510E-01  4.255045E-01  4.344925E-01  6.364924E-01  4.935563E-01  7.123549E-01
   9     8     4     4  2.977669E-01  3.931839E-01  3.264931E-01  4.253939E-01  4.343853E-01  6.362604E-01  4.934227E-01  7.120785E-01
   9     8     4     5  2.976677E-01  3.929964E-01  3.263766E-01  4.251794E-01  4.341672E-01  6.357924E-01  4.931521E-01  7.115223E-01
   9     8     4     6  2.974579E-01  3.926322E-01  3.261416E-01  4.247778E-01  4.337182E-01  6.348431E-01  4.925988E-01  7.104004E-01
   9     8     4     7  2.969982E-01  3.919540E-01  3.256674E-01  4.240890E-01  4.327811E-01  6.329148E-01  4.914581E-01  7.081432E-01
   9     8     4     8  2.959520E-01  3.908140E-01  3.247213E-01  4.231604E-01  4.308301E-01  6.290854E-01  4.891312E-01  7.037338E-01
   9     8     4     9  2.934741E-01  3.891420E-01  3.227716E-01  4.225574E-01  4.269604E-01  6.220730E-01  4.846648E-01  6.958774E-01
   9     8     4    10  2.874494E-01  3.855958E-01  3.178772E-01  4.217639E-01  4.198591E-01  6.106165E-01  4.768535E-01  6.835948E-01
   9     8     4    11  2.755645E-01  3.749745E-01  3.066345E-01  4.143383E-01  4.084517E-01  5.940892E-01  4.650522E-01  6.669028E-01
   9     8     4    12  2.608598E-01  3.566905E-01  2.917798E-01  3.976039E-01  3.951038E-01  5.755478E-01  4.527132E-01  6.497318E-01
   9     8     4    13  2.488333E-01  3.390125E-01  2.804754E-01  3.811016E-01  3.834460E-01  5.567802E-01  4.435691E-01  6.322746E-01
   9     8     4    14  2.405739E-01  3.264311E-01  2.745684E-01  3.707118E-01  3.681102E-01  5.281444E-01  4.255589E-01  5.977484E-01
   9     8     5     1  2.812351E-01  3.850815E-01  3.111519E-01  4.271026E-01  4.034915E-01  6.086304E-01  4.604207E-01  6.961835E-01
   9     8     5     2  2.812330E-01  3.850764E-01  3.111492E-01  4.270963E-01  4.034869E-01  6.086180E-01  4.604148E-01  6.961677E-01
   9     8     5     3  2.812286E-01  3.850664E-01  3.111440E-01  4.270843E-01  4.034776E-01  6.085934E-01  4.604030E-01  6.961367E-01
   9     8     5     4  2.812190E-01  3.850471E-01  3.111335E-01  4.270623E-01  4.034585E-01  6.085450E-01  4.603792E-01  6.960768E-01
   9     8     5     5  2.811969E-01  3.850114E-01  3.111125E-01  4.270271E-01  4.034176E-01  6.084512E-01  4.603313E-01  6.959654E-01
   9     8     5     6  2.811408E-01  3.849521E-01  3.110701E-01  4.269913E-01  4.033259E-01  6.082753E-01  4.602339E-01  6.957764E-01
   9     8     5     7  2.809818E-01  3.848791E-01  3.109833E-01  4.270537E-01  4.031034E-01  6.079697E-01  4.600325E-01  6.955304E-01
   9     8     5     8  2.804775E-01  3.848786E-01  3.107820E-01  4.276456E-01  4.025075E-01  6.075297E-01  4.596017E-01  6.955345E-01
   9     8     5     9  2.787449E-01  3.850073E-01  3.100455E-01  4.298655E-01  4.007684E-01  6.071459E-01  4.585874E-01  6.971255E-01
   9     8     5    10  2.732232E-01  3.832671E-01  3.064199E-01  4.330369E-01  3.956498E-01  6.065892E-01  4.555802E-01  7.028494E-01
   9     8     5    11  2.617545E-01  3.738813E-01  2.962651E-01  4.295026E-01  3.830872E-01  6.005322E-01  4.460494E-01  7.087391E-01
   9     8     5    12  2.475067E-01  3.577074E-01  2.823276E-01  4.176177E-01  3.628113E-01  5.802258E-01  4.271827E-01  6.998150E-01
   9     8     5    13  2.341884E-01  3.392310E-01  2.691841E-01  4.017051E-01  3.423551E-01  5.496392E-01  4.077612E-01  6.751868E-01
   9     8     5    14  2.239415E-01  3.208932E-01  2.603949E-01  3.839457E-01  3.277757E-01  5.192226E-01  3.972619E-01  6.470346E-01
   9     8     6     1  2.731160E-01  3.859587E-01  3.102306E-01  4.493907E-01  3.802532E-01  5.911488E-01  4.404698E-01  7.028228E-01
   9     8     6     2  2.731146E-01  3.859552E-01  3.102288E-01  4.493860E-01  3.802504E-01  5.911407E-01  4.404661E-01  7.028117E-01
   9     8     6     3  2.731116E-01  3.859480E-01  3.102250E-01  4.493767E-01  3.802445E-01  5.911244E-01  4.404585E-01  7.027901E-01
   9     8     6     4  2.731041E-01  3.859327E-01  3.102164E-01  4.493581E-01  3.802314E-01  5.910917E-01  4.404425E-01  7.027488E-01
   9     8     6     5  2.730840E-01  3.858991E-01  3.101954E-01  4.493219E-01  3.802001E-01  5.910265E-01  4.404080E-01  7.026741E-01
   9     8     6     6  2.730230E-01  3.858198E-01  3.101378E-01  4.492529E-01  3.801179E-01  5.908963E-01  4.403283E-01  7.025563E-01
